koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
FALSE POSITIVE,3.74788322,134.17324,0.544,3.45,2.43E+02,0.014631,0.49133,1.32,0.046,85.63,358,5514,4.569,-0.04,0.826,0.926,15.817,16.398,15.743,15.568,15.457,14.544,14.117,14.088
FALSE POSITIVE,0.705455349,131.67764,0.447,2.469,7.49E+01,0.008025,0.34788,0.64,0.0145,77.67,1905,5383,4.614,-0.32,0.736,0.824,14.837,15.423,14.781,14.587,14.498,13.477,13.045,12.973
FALSE POSITIVE,488.67353,519.7805,0.432,12.35,6.91E+02,0.02411,1.75341,2.03,1.1542,89.91,3,5218,4.596,-0.02,0.772,0.867,15.747,16.449,15.632,15.446,15.23,14.234,13.688,13.651
CANDIDATE,8.5291223,135.74043,0.606,3.241,3.25E+02,0.017152,1.15477,2.08,0.08,87.89,120,5543,4.318,0.16,1.111,0.937,15.377,15.874,15.328,15.164,15.08,14.159,13.775,13.856
FALSE POSITIVE,1.08906057,132.0391,0.29,2.743,7.62E+01,0.007843,0.42845,0.75,0.0194,84.43,1228,5087,4.463,0.21,0.881,0.822,14.959,15.723,14.875,14.632,14.493,13.564,13.032,12.975
FALSE POSITIVE,1.48922187,132.3722,0.393,1.882,6.14E+02,0.022918,1.62126,2.5,0.0256,86.08,458,5780,4.438,0,1,1,17.352,18.336,17.33,16.927,,15.54,14.89,14.843
FALSE POSITIVE,0.716709761,132.05103,0.986,0.6969,6.84E+01,0.011089,0.30165,1.42,0.0149,60.71,1866,6109,4.229,-0.64,1.173,0.85,10.047,10.392,10.028,9.899,9.904,9.062,8.815,8.766
FALSE POSITIVE,4.1083812,134.8932,0.148,3.279,3.53E+02,0.017093,1.00725,1.62,0.0497,89.12,66,5730,4.545,-0.06,0.87,0.968,15.771,16.363,15.729,15.517,15.425,14.482,14.124,14.001
CONFIRMED,1.962282625,131.53585,0.169,1.45,6.83E+01,0.007549,5.35253,0.81,0.0298,89.06,545,5726,4.418,-0.1,0.979,0.915,13.885,14.412,13.837,13.66,13.631,12.693,12.312,12.261
FALSE POSITIVE,0.523629052,131.63487,0.045,3.443,1.22E+02,0.009546,0.1626,46.33,0.0154,88.24,,4136,1.392,-0.2,44.448,1.777,10.863,11.711,10.826,10.495,,9.568,8.814,8.574
CANDIDATE,6.4546845,135.5436,0.93,3.071,6.99E+01,0.009295,0.11755,1.38,0.0718,81.61,208,6474,4.243,-0.16,1.362,1.185,13.784,14.106,13.736,13.646,13.644,12.771,12.596,12.476
FALSE POSITIVE,1.04588635,131.9887,0.204,2.833,1.03E+02,0.009341,0.40221,1.1,0.021,85.9,1258,6249,4.428,-0.04,1.076,1.13,15.805,16.248,15.745,15.615,15.531,14.607,14.398,14.447
CANDIDATE,0.494247662,131.84441,0.366,1.2443,2.25E+02,0.013828,1.97761,1.51,0.0127,82.87,872,5763,4.484,0.36,0.998,1.107,15.666,16.27,15.603,15.407,15.333,14.407,14.03,13.883
CANDIDATE,11.8299383,138.3039,0.502,5.168,4.14E+01,0.006011,0.48061,1.6,0.1128,88.12,117,5747,3.802,0.26,2.431,1.365,12.327,12.871,12.254,12.094,12.022,11.061,10.742,10.674
FALSE POSITIVE,419.92898,134.7701,0.0299,14.55,2.34E+02,0.013995,1.19659,1.51,1.0835,89.95,,6047,4.431,-0.28,0.988,0.962,14.755,15.22,14.709,14.556,14.497,13.541,13.202,13.168
FALSE POSITIVE,1.23521458,131.9681,0.458,0.918,8.95E+01,0.008924,9.87258,0.93,0.0229,87.17,870,5999,4.494,-0.06,0.959,1.045,15.637,16.116,15.571,15.432,15.352,14.448,14.158,14.086
FALSE POSITIVE,1.085229874,132.10036,0.439,0.652,2.38E+02,0.014698,25.4095,1.37,0.0203,87.84,795,5713,4.554,-0.12,0.851,0.948,15.959,16.557,15.921,15.703,15.635,14.634,14.235,14.215
FALSE POSITIVE,1.540379557,132.00637,0.329,2.026,7.69E+01,0.00812,1.38022,0.81,0.024,86.62,866,5812,4.408,-0.58,0.914,0.781,14.298,14.788,14.265,14.088,13.995,13.053,12.656,12.628
CANDIDATE,5.30179786,135.9927,0.357,2.24,1.97E+02,0.012946,3.3996,1.22,0.0587,88.81,249,5749,4.547,-0.1,0.864,0.961,15.466,16.008,15.41,15.234,15.147,14.196,13.838,13.727
CONFIRMED,3.60011712,133.25983,0.025,2.396,5.02E+01,0.00634,2.25676,0.5,0.0407,89.88,342,5051,4.562,-0.36,0.721,0.692,8.717,9.664,8.837,,,7.244,6.772,6.703
CONFIRMED,9.32867952,135.87513,0.035,1.572,3.54E+02,0.017152,21.27922,1.62,0.0856,89.96,140,5749,4.547,-0.1,0.864,0.961,15.466,16.008,15.41,15.234,15.147,14.196,13.838,13.727
CONFIRMED,6.38671206,131.52991,0.015,1.201,2.24E+02,0.01341,32.34332,1.19,0.0617,89.98,212,5071,4.505,-0.02,0.811,0.768,14.58,15.327,14.517,14.26,14.121,13.049,12.571,12.494
FALSE POSITIVE,158.348345,260.2924,3.655,10.55,8.99E+02,2.675912,0.06954,372.86,0.6312,85.36,8,6521,4.352,0.21,1.276,1.334,15.028,15.381,14.962,14.876,14.849,14.036,13.777,13.736
CANDIDATE,0.849362238,132.14191,0.453,1.36,1.15E+02,0.009854,2.17949,0.85,0.0169,84.05,1332,4973,4.595,0.36,0.788,0.891,15.357,16.183,15.278,15.003,14.86,13.803,13.258,13.19
CANDIDATE,0.741768294,131.57747,1.201,0.4164,6.03E+01,0.210554,0.48497,72.36,0.0186,60.2,0,5897,3.637,0.14,3.147,1.566,13.469,13.85,13.385,13.306,13.233,12.414,12.063,12.022
FALSE POSITIVE,0.93376962,132.4211,1.142,7.023,1.26E+02,0.153052,0.03366,16.3,0.0185,9.31,1442,6056,4.448,-0.26,0.975,0.973,15.318,15.796,15.276,15.113,15.009,14.21,13.766,13.705
FALSE POSITIVE,322.48381,189.1585,0.938,22.99,1.02E+03,0.036359,0.01919,3.5,0.911,88.86,4,5968,4.534,-0.26,0.881,0.97,14.76,15.26,14.715,14.547,14.445,13.513,13.234,13.17
CANDIDATE,61.083322,132.494,0.649,10.396,2.28E+02,0.014504,0.21769,1.61,0.3082,88.94,20,5803,4.444,0.16,1.015,1.044,14.748,15.324,14.719,14.501,14.389,13.444,13.042,12.986
CANDIDATE,3.5944891,132.36207,0.041,2.557,8.99E+01,0.00854,1.86297,0.98,0.0447,89.79,369,5523,4.364,0.14,1.046,0.922,15.033,15.528,14.987,14.82,14.763,13.838,13.501,13.454
FALSE POSITIVE,0.739404894,131.69907,0.077,1.753,2.47E+02,0.013845,1.25668,0.94,0.0136,88.67,1810,4205,4.635,-0.1,0.624,0.614,15.962,17.237,15.962,15.415,15.075,13.894,13.255,13.099
CANDIDATE,4.8608059,135.76776,0.374,1.966,2.52E+02,0.014666,4.53911,1.21,0.0529,88.8,173,5541,4.6,-0.36,0.757,0.839,15.933,16.556,15.898,15.666,15.544,14.614,14.177,14.138
CANDIDATE,4.04481159,133.60007,0.393,2.479,3.30E+01,0.005366,1.78424,0.67,0.0511,88.05,331,6358,4.359,-0.16,1.141,1.082,13.778,14.135,13.719,13.626,13.598,12.702,12.426,12.383
FALSE POSITIVE,25.94964132,148.9825267,0.945,11.6411,6.78E+01,0.009814,0.00648,2.06,0.172,81.14,40,5109,3.873,0.06,1.922,1.006,13.956,14.742,13.895,13.62,13.445,12.429,11.911,11.826
FALSE POSITIVE,1.71051215,131.65812,0.057,1.284,4.22E+01,0.005978,6.93571,1.04,0.027,89.68,780,5925,3.989,-0.56,1.589,0.898,13.095,13.642,13.044,12.86,,12.241,11.943,11.863
CONFIRMED,62.869463,166.0137,0.954,6.842,3.42E+02,0.022926,0.08338,1.96,0.2829,87.89,20,4762,4.535,0.2,0.781,0.762,14.591,15.419,14.513,14.236,14.085,13.005,12.497,12.384
FALSE POSITIVE,84.8062818,192.37227,1.265,9.0006,9.94E+03,0.391951,0.19169,36.51,0.3635,88.26,16,5735,4.525,-0.26,0.853,0.889,15.808,16.356,15.751,15.573,15.451,14.446,13.99,14.032
CONFIRMED,29.9632816,149.94353,0.855,2.6,8.93E+02,0.032143,2.79198,2.24,0.1614,89.04,41,4463,4.623,-0.28,0.638,0.624,15.947,17.014,15.903,15.49,15.22,14.093,13.449,13.359
FALSE POSITIVE,17.99643716,134.910537,1.122,4.164,3.69E+04,0.41359,1.34044,30.08,0.1167,87.74,62,4438,4.606,-0.1,0.666,0.653,14.845,15.903,14.725,14.391,14.132,12.881,12.26,12.149
CONFIRMED,11.63486009,140.50071,0.053,5.466,2.92E+02,0.015413,0.62776,2.61,0.1011,89.82,110,5570,4.066,0.16,1.548,1.019,15.035,15.534,14.977,14.822,14.699,13.773,13.458,13.456
CANDIDATE,4.8302364,134.9522,0.316,7.983,2.25E+01,0.0043,0.07154,1.06,0.0536,85.93,279,5086,3.678,-0.38,2.247,0.877,11.994,12.692,11.959,11.694,11.573,10.525,10.062,9.97
CANDIDATE,56.446465,170.59,0.874,7.371,1.48E+02,0.012893,0.15942,1.57,0.2871,88.33,23,5995,4.337,-0.14,1.117,0.988,14.046,14.494,13.981,13.854,13.768,12.817,12.569,12.516
CANDIDATE,31.4202111,132.7457,0.075,4.021,3.91E+02,0.017729,4.2627,1.45,0.1824,89.93,39,5269,4.603,-0.2,0.748,0.822,15.809,16.488,15.734,15.517,15.35,14.314,13.835,13.761
CONFIRMED,10.8118317,137.13426,0.896,2.627,7.68E+01,0.0095,0.50673,1.24,0.0994,86.49,97,6025,4.331,0.12,1.196,1.119,13.385,13.714,13.331,13.244,13.199,12.422,12.18,12.104
CANDIDATE,5.56676609,132.49956,0.392,1.812,1.74E+02,0.011989,6.41878,1.12,0.0574,88.98,238,5032,4.479,0.2,0.859,0.81,15.223,15.902,15.165,14.932,14.764,13.812,13.311,13.199
FALSE POSITIVE,1.208528832,131.97963,0.039,1.336,1.81E+02,0.012387,4.47668,1.25,0.0223,89.68,716,6072,4.51,-0.24,0.923,1.005,15.912,16.422,15.874,15.694,15.593,14.719,14.327,14.351
FALSE POSITIVE,208.1871179,146.5337609,0.321,2.5404,3.95E+02,0.018221,96.67844,1.99,0.6889,89.97,6,5780,4.438,0,1,1,12.793,13.558,12.761,12.466,,12.868,12.539,12.41
FALSE POSITIVE,0.93198504,131.62897,1.19,2.0472,3.27E+02,0.208884,0.06002,17.72,0.0167,31.88,1147,5470,4.509,-0.58,0.777,0.71,14.477,15.065,14.442,14.225,14.107,13.113,12.709,12.632
FALSE POSITIVE,0.60818508,131.62275,1.835,0.909,1.45E+02,0.843141,0.44158,96.03,0.0137,26.59,1756,5981,4.372,-0.28,1.043,0.933,14.538,15.039,14.495,14.323,14.219,13.337,12.983,12.946
CANDIDATE,5.38613715,133.95782,0.197,1.943,1.69E+02,0.011945,6.05891,0.86,0.0542,89.46,249,5516,4.669,-0.84,0.656,0.74,15.347,15.915,15.314,15.103,14.975,14.058,13.631,13.506
CANDIDATE,13.2965044,136.5669,0.902,5.68,1.33E+02,0.013087,0.06111,0.88,0.0948,83.76,98,4352,4.671,-0.2,0.613,0.64,15.073,16.199,15.036,14.59,14.366,13.256,12.654,12.468
CANDIDATE,21.8420304,150.82731,0.208,3.843,7.95E+01,0.008228,3.11804,2.01,0.1622,89.72,60,6194,3.813,-0.38,2.241,1.189,13.547,14.023,13.53,13.343,13.27,12.365,12.083,12.025
FALSE POSITIVE,1.65320144,132.40988,0.148,1.525,1.32E+02,0.010218,3.95067,0.74,0.0237,88.98,403,4544,4.609,-0.22,0.661,0.647,15.762,16.769,15.698,15.331,15.111,13.89,13.336,13.2
FALSE POSITIVE,3.37487541,132.48977,0.389,3.085,5.38E+01,0.006825,0.78485,0.75,0.0451,87.14,199,6181,4.464,-0.14,1.006,1.074,13.858,14.257,13.798,13.687,13.635,12.764,12.493,12.411
FALSE POSITIVE,0.962825082,132.21375,0.088,2.8464,1.18E+02,0.009628,0.38693,5.18,0.0216,88.11,1400,4898,3.212,0.07,4.928,1.443,12.173,13.013,12.11,11.813,11.655,10.546,10.002,9.921
FALSE POSITIVE,309.494217,375.9225,0.0542,13.716,2.92E+02,0.015842,1.05597,2.79,0.9402,89.95,,6908,4.085,-0.56,1.614,1.155,12.512,12.704,12.448,12.394,12.398,11.602,11.426,11.354
CANDIDATE,0.876850385,131.77033,0.049,1.534,5.92E+01,0.007055,2.14003,1.35,0.0197,89.36,1527,6102,4.069,0.16,1.756,1.32,14.878,15.311,14.841,14.693,14.643,13.807,13.514,13.431
FALSE POSITIVE,24.2382519,136.62118,0.82,2.703,4.66E+02,0.022182,2.36072,2.19,0.1642,88.88,55,5763,4.527,0.02,0.904,1.002,15.752,16.311,15.678,15.513,15.438,14.408,14.092,13.898
FALSE POSITIVE,24.2416103,155.0323,0.069,5.137,3.23E+02,0.016319,1.57329,1.61,0.1642,89.89,52,5763,4.527,0.02,0.904,1.002,15.752,16.311,15.678,15.513,15.438,14.408,14.092,13.898
CANDIDATE,413.51856,374.3587,0.019,10.395,3.91E+02,0.018088,3.27482,1.96,1.0911,90,3,6031,4.45,-0.14,0.992,1.012,15.106,15.596,15.055,14.895,14.792,13.893,13.588,13.599
CANDIDATE,20.7106368,140.89982,0.604,2.693,1.43E+02,0.011371,4.77757,1.12,0.1421,89.27,62,5631,4.478,-0.12,0.901,0.89,14.18,14.727,14.125,13.945,13.883,12.904,12.532,12.507
FALSE POSITIVE,69.3788597,154.19137,0.539,3.807,5.30E+02,0.021708,6.93178,2.07,0.3241,89.74,19,5806,4.529,-0.18,0.874,0.943,14.854,15.373,14.802,14.632,14.556,13.602,13.214,13.145
CONFIRMED,29.3493852,148.46564,0.75,4.313,6.59E+02,0.02561,1.05666,2.02,0.1715,88.82,47,4987,4.613,-0.12,0.722,0.784,15.689,16.473,15.643,15.353,15.223,14.137,13.706,13.471
CANDIDATE,3.43633133,132.42697,0.114,0.675,4.74E+02,0.020187,98.1278,1.44,0.0384,89.83,310,5201,4.616,-0.84,0.651,0.638,15.71,16.382,15.686,15.423,15.258,14.299,13.848,13.792
FALSE POSITIVE,449.57274,153.3061,0.2059,9.328,2.21E+02,0.013581,4.56665,3.08,1.1848,89.95,,5691,3.842,-0.22,2.079,1.096,13.679,14.138,13.627,13.482,,12.435,12.06,12.005
FALSE POSITIVE,245.059374,301.678,0.0927,9.549,1.65E+02,0.011831,2.42788,1.63,0.7065,89.95,,6036,4.127,-0.86,1.265,0.781,12.854,13.268,12.827,12.676,12.614,11.745,11.442,11.375
CANDIDATE,142.703888,212.0311,0.062,5.808,2.26E+02,0.013885,6.36668,1.95,0.5812,89.98,10,6701,4.326,-0.02,1.289,1.292,13.964,14.238,13.892,13.847,13.83,13.012,12.79,12.723
CANDIDATE,3.38080537,133.94842,0.067,3.275,2.01E+02,0.012949,0.84529,1.69,0.0461,89.52,339,6072,4.343,0.14,1.193,1.146,15.514,16.063,15.48,15.279,15.162,14.21,13.868,13.735
CANDIDATE,10.4716194,136.2877,0.184,4.512,1.24E+02,0.010136,0.94385,1.74,0.0966,89.4,128,5812,4.083,0.14,1.574,1.095,14.486,14.939,14.443,14.291,14.231,13.379,13.056,12.948
CONFIRMED,11.49500229,141.27511,0.911,7.602,5.14E+01,0.007853,0.01874,1.53,0.1038,79.67,116,6033,3.985,-0.1,1.788,1.127,12.014,12.494,11.974,11.809,11.737,10.865,10.617,10.521
FALSE POSITIVE,0.708726708,132.08629,0.28,0.753,3.14E+02,0.016379,13.22044,0.92,0.0125,87.73,1836,4607,4.733,-1.36,0.515,0.522,15.986,16.867,15.965,15.609,15.404,14.332,13.804,13.668
FALSE POSITIVE,283.72675,392.671,0.3461,15.49,8.46E+01,0.008566,0.54767,1.18,0.8865,89.95,,6496,4.301,-0.18,1.257,1.153,12.768,13.053,12.706,12.645,12.613,11.806,11.558,11.533
FALSE POSITIVE,373.60683,246.5809,0.588,8.752,5.35E+02,0.022031,2.74368,2.5,1.0494,89.88,4,6184,4.448,-0.06,1.038,1.1,15.256,15.662,15.192,15.082,15.034,14.153,13.83,13.777
CANDIDATE,6.78788113,136.3345,0.022,2.26,7.31E+01,0.007896,5.07653,2.44,0.0835,89.95,150,6537,3.76,-0.02,2.829,1.677,13.36,13.651,13.293,13.234,13.209,12.404,12.173,12.126
CANDIDATE,5.47455167,133.55529,0.931,3.71,7.32E+01,0.009788,0.05746,1.4,0.0603,78.05,249,5611,4.19,0.14,1.312,0.972,14.211,14.654,14.164,14.021,14.001,13.131,12.817,12.754
CANDIDATE,3.43861067,132.68641,0.629,1.264,4.68E+01,0.006575,6.9895,1.01,0.0435,87.79,389,5383,4.112,0.16,1.401,0.926,12.192,12.728,12.135,11.962,11.902,10.883,10.517,10.462
CANDIDATE,4.8754765,133.29167,0.084,1.902,3.96E+01,0.005681,6.02172,0.8,0.0546,89.75,273,5513,4.179,0.07,1.286,0.911,12.207,12.768,12.137,11.966,11.901,10.947,10.552,10.501
FALSE POSITIVE,4.29388808,133.51002,0.272,3.618,1.11E+02,0.009763,0.70815,1.68,0.0571,88.24,249,6615,4.173,0.04,1.574,1.343,12.209,12.422,12.139,12.096,12.097,11.364,11.123,11.126
FALSE POSITIVE,13.5437884,135.27623,1.269,5.7076,6.61E+03,0.371471,0.0886,32.21,0.1066,82.33,102,5463,4.582,-0.14,0.794,0.883,15.023,15.656,14.992,14.752,14.734,13.791,13.331,13.274
CONFIRMED,65.6491001,174.79319,0.038,7.298,9.84E+02,0.028187,1.54521,2.52,0.3094,89.97,17,5436,4.573,0,0.819,0.919,15.858,16.509,15.794,15.579,15.438,14.471,14.078,14.058
CONFIRMED,25.1593389,153.0404,0.035,5.198,3.58E+02,0.017285,1.58864,1.76,0.1694,89.95,47,5973,4.506,-0.1,0.935,1.024,15.759,16.281,15.71,15.536,15.445,14.526,14.216,14.015
CANDIDATE,10.5071781,139.66432,0.232,2.68,2.72E+02,0.014877,4.43975,1.41,0.0867,89.55,121,5290,4.46,-0.1,0.865,0.788,15.654,16.371,15.616,15.346,15.24,14.216,13.759,13.673
CONFIRMED,31.7787564,136.76929,0.29,8.093,2.62E+02,0.014837,0.46544,1.5,0.1803,89.43,42,5638,4.391,-0.42,0.928,0.773,14.159,14.695,14.115,13.929,13.828,12.882,12.536,12.507
CANDIDATE,5.4398033,135.1594,0.136,3.256,8.55E+01,0.008465,1.33108,1,0.0634,89.39,215,6108,4.43,0.12,1.08,1.147,14.829,15.307,14.749,14.625,14.653,13.772,13.437,13.479
FALSE POSITIVE,1.332568744,132.04697,0.751,3.755,2.41E+01,0.004874,0.08488,0.58,0.0245,67.9,1007,6620,4.411,-0.44,1.081,1.097,11.834,12.102,11.793,11.719,11.688,10.897,10.668,10.61
CONFIRMED,9.0194714,139.9234,0.2805,5.92,1.92E+02,0.012789,0.33952,1.07,0.08,88.81,,5775,4.59,-0.52,0.768,0.838,15.514,16.063,15.48,15.279,15.162,14.21,13.868,13.735
CANDIDATE,8.8493948,139.786,0.819,6.928,4.38E+01,0.006766,0.04685,0.82,0.0839,81.87,142,6095,4.349,-0.16,1.11,1.004,13.556,13.988,13.522,13.371,13.312,12.385,12.09,12.044
CANDIDATE,51.567801,168.873,0.554,5.514,2.10E+02,0.013584,1.58567,1.3,0.254,89.48,22,5285,4.467,0,0.876,0.821,13.882,14.778,13.849,13.498,,12.555,12.137,12.035
CANDIDATE,16.4491515,145.7441,0.866,6.696,7.09E+01,0.009018,0.06489,2.75,0.1437,84.91,43,5334,3.712,0.32,2.789,1.464,12.999,13.66,12.897,12.715,12.577,11.564,11.143,11.07
CANDIDATE,0.428046051,131.83682,0.041,0.776,1.26E+02,0.010262,8.16985,0.87,0.0104,89.45,1045,5285,4.566,-0.18,0.775,0.805,15.247,15.91,15.192,14.964,14.835,13.854,13.418,13.299
FALSE POSITIVE,0.814278961,131.64806,0.451,2.087,7.20E+01,0.007855,0.60966,0.76,0.017,80.66,1646,5537,4.539,0.18,0.886,0.989,15.367,15.977,15.268,15.106,15.026,14.008,13.577,13.506
CANDIDATE,19.254536,148.0172,0.806,4.754,1.86E+02,0.013911,0.35202,1.32,0.139,87.57,64,5668,4.545,-0.02,0.868,0.963,15.23,15.79,15.147,14.99,14.879,13.939,13.564,13.499
FALSE POSITIVE,2.1890751,132.09378,0.048,2.365,9.48E+01,0.008963,1.44303,0.87,0.0327,89.62,612,6077,4.526,-0.34,0.891,0.974,14.92,15.364,14.878,14.73,14.65,13.822,13.479,13.411
CANDIDATE,384.6961,365.0874,0.5221,6.167,7.87E+02,0.026101,9.5334,1.78,0.8823,89.95,,4228,4.64,-0.12,0.623,0.618,15.677,16.926,15.662,15.142,14.881,13.711,13.088,12.997
FALSE POSITIVE,2.42649862,133.70347,0.673,2.014,2.92E+01,0.005252,1.06602,0.75,0.0347,84.42,555,6033,4.176,-0.32,1.316,0.948,12.222,12.655,12.205,12.037,12.041,11.128,10.829,10.767
FALSE POSITIVE,8.80854183,134.02712,0.993,34.7564,1.75E+02,0.02037,0.00033,2.69,0.0853,26.19,160,6017,4.3,0.04,1.21,1.064,12.239,12.691,12.19,12.045,12.012,11.139,10.84,10.784
FALSE POSITIVE,219.74735,239.9455,0.097,22.48,1.90E+02,0.012462,0.16696,3.24,0.6692,89.93,4,5127,3.602,-0.56,2.38,0.825,12.821,13.515,12.784,12.524,12.368,11.331,10.87,10.785
FALSE POSITIVE,19.7639874,134.17,0.489,12.319,5.13E+01,0.006734,0.0612,1.19,0.1489,87.41,55,6195,4.072,-0.12,1.617,1.127,12.25,12.476,12.183,12.155,,10.985,10.74,10.67
CONFIRMED,6.05919881,133.67437,0.438,1.365,1.54E+02,0.011561,15.23066,1.21,0.0646,89.19,220,5734,4.462,0.04,0.962,0.977,12.253,12.711,12.195,12.057,12.031,11.133,10.842,10.799
CONFIRMED,7.5143967,136.1851,0.399,4.865,3.63E+01,0.005597,0.43555,0.96,0.082,87.91,170,6206,4.159,0.22,1.573,1.305,11.684,11.967,11.628,11.563,11.545,10.708,10.472,10.429
CONFIRMED,33.1981761,142.09873,0.826,4.709,3.37E+02,0.018978,0.56912,3.21,0.2034,88.53,36,5570,4.066,0.16,1.548,1.019,15.035,15.534,14.977,14.822,14.699,13.773,13.458,13.456
CONFIRMED,5.32784157,133.55005,0.116,4.696,8.72E+01,0.0085,0.43945,0.86,0.0548,89.24,243,5638,4.391,-0.42,0.928,0.773,14.159,14.695,14.115,13.929,13.828,12.882,12.536,12.507
CANDIDATE,71.05457555,134.734589,0.061,1.9162,4.85E+03,0.062584,101.69593,5.91,0.3102,89.99,18,5290,4.46,-0.1,0.865,0.788,14.71,15.41,14.651,14.41,14.26,13.233,12.785,12.691
CANDIDATE,20.5512722,141.087,0.946,4.639,1.91E+02,0.016358,0.09068,1.64,0.1416,85.71,65,5401,4.464,0.12,0.918,0.894,13.55,14.084,13.478,13.321,13.278,12.297,11.953,11.855
CONFIRMED,31.827649,134.59995,0.785,1.639,5.20E+02,0.023361,17.21605,4.98,0.1939,89.54,43,4774,3.838,0.38,1.954,0.959,14.41,15.295,14.365,14.031,13.847,12.718,12.161,12.043
CANDIDATE,7.5861587,132.7988,0.858,4.32,1.17E+02,0.011302,0.12503,1.07,0.0693,83.2,179,5934,4.444,-0.8,0.871,0.767,14.84,15.34,14.82,14.625,14.528,13.603,13.216,13.203
CONFIRMED,0.824000125,131.80421,0.7697,0.855,1.83E+02,0.013728,3.33776,0.42,0.0113,80.79,1620,3396,4.991,-0.1,0.28,0.28,15.896,17.623,16.182,15.156,14.621,13.221,12.671,12.449
FALSE POSITIVE,0.772152075,132.2074,1.009,1.78,4.36E+01,0.019555,0.04497,4.44,0.0163,26.08,1731,5951,3.787,-0.8,2.08,0.967,13.308,13.836,13.305,13.082,12.983,12.085,11.729,11.667
CANDIDATE,42.04952379,167.3423568,0.23,2.1372,6.08E+02,0.022658,35.96084,1.19,0.186,89.91,26,4281,4.761,-1.18,0.48,0.485,15.263,16.319,15.202,14.81,14.531,13.401,12.797,12.657
FALSE POSITIVE,1.08469871,131.7376,0.672,4.077,1.24E+02,0.010794,0.0837,1.11,0.0209,67.17,1051,5942,4.506,-0.06,0.938,1.028,15.824,16.344,15.764,15.601,15.488,14.598,14.187,14.182
CANDIDATE,6.60180003,137.476,0.204,2.624,2.13E+02,0.013259,3.01719,1.25,0.0684,89.39,207,5591,4.559,0.07,0.86,0.977,15.414,16.004,15.351,15.162,15.065,14.195,13.789,13.696
CANDIDATE,3.19938075,133.01116,0.268,1.761,7.61E+01,0.008036,4.54996,0.62,0.039,88.86,421,5483,4.632,-0.56,0.702,0.779,14.261,14.8,14.217,14.029,13.924,12.955,12.543,12.477
CANDIDATE,3.04185157,132.50422,0.176,1.434,6.90E+01,0.007624,8.51703,0.71,0.04,89.37,437,5802,4.537,-0.24,0.857,0.922,14.147,14.643,14.097,13.935,13.864,12.961,12.585,12.533
FALSE POSITIVE,5.660274452,134.46727,1.092,0.9077,4.14E+02,0.119898,0.96961,11.02,0.0572,84.69,235,5615,4.478,-0.44,0.842,0.778,12.049,12.522,11.992,11.846,11.765,10.798,10.489,10.406
FALSE POSITIVE,1.23512429,132.00059,0.556,4.22,1.52E+01,0.003674,0.10071,0.38,0.0228,73.93,874,5798,4.507,0.1,0.941,1.038,11.438,11.899,11.375,11.24,11.237,10.31,10.022,9.97
FALSE POSITIVE,1.381257093,131.84079,0.351,1.125,9.23E+01,0.008874,6.98068,1.1,0.0253,87.74,969,5861,4.385,0.38,1.131,1.13,14.943,15.517,14.867,14.697,14.608,13.699,13.35,13.345
CANDIDATE,1.89873195,132.09278,0.197,1.382,7.80E+01,0.008093,5.89271,0.93,0.031,88.91,560,5942,4.439,0.18,1.05,1.104,14.457,14.94,14.376,14.249,14.214,13.279,12.978,12.92
CANDIDATE,11.39110963,137.69665,0.569,2.749,5.93E+02,0.022856,2.84288,1.9,0.0926,88.81,,4999,4.587,0.06,0.76,0.814,15.681,16.474,15.611,15.342,15.191,14.121,13.627,13.514
CONFIRMED,2.41810158,132.38894,0.016,2.144,4.68E+01,0.00629,2.12337,0.85,0.0368,89.89,549,6258,4.307,0,1.239,1.135,12.278,12.575,12.229,12.15,12.146,11.337,11.098,11.021
CANDIDATE,7.13044117,135.594,0.068,2.566,3.19E+01,0.005193,3.59619,1.18,0.082,89.82,190,6312,3.964,0.1,2.074,1.443,12.31,12.608,12.26,12.183,12.183,11.319,11.081,11.047
CONFIRMED,33.4203001,159.1401,0.789,5.307,4.37E+02,0.021125,0.51388,2.46,0.2015,88.55,28,5731,4.372,0.08,1.066,0.977,12.325,12.755,12.256,12.14,12.089,11.195,10.901,10.813
FALSE POSITIVE,58.3437362,169.90401,1.246,22.482,1.27E+03,0.284985,0.00141,93.55,0.3351,78.65,24,5896,3.65,-0.06,3.006,1.472,12.33,12.776,12.246,12.138,12.035,11.137,10.857,10.798
FALSE POSITIVE,1.070982122,131.98355,0.563,1.255,4.34E+01,0.00626,2.72333,0.98,0.0202,84.11,1248,5717,4.109,-0.06,1.433,0.964,12.334,12.848,12.283,12.114,12.062,11.122,10.8,10.75
CANDIDATE,18.0939004,139.01706,0.445,3.294,4.67E+02,0.020174,3.30395,1.91,0.133,89.34,63,5904,4.543,-0.24,0.867,0.958,15.739,16.21,15.683,15.537,15.454,14.563,14.202,14.156
CANDIDATE,34.9524256,163.52048,1.225,1.717,6.77E+02,0.255517,1.21088,21.74,0.1993,88.36,38,4921,4.591,0.3,0.779,0.864,14.767,15.589,14.671,14.415,14.28,13.216,12.657,12.598
